MSSubClass,MSZoning,LotArea,YearBuilt,OverallQual,OverallCond,ExterQual,Foundation,TotalBsmtSF,GrLivArea,GarageCars,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
80,FV,5440,1990,8,5,TA,CBlock,61,1081,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1915,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1270,0,0,0,0,3,1,4,1,TA,3,Typ,1,,Attchd,1900,RFn,450,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2007,WD,Normal,464638.2589920965
80,RM,4072,1954,9,8,Ex,Slab,873,2542,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1920,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2343,0,0,0,0,3,1,4,1,TA,4,Typ,2,,Attchd,1913,RFn,166,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2006,WD,Normal,545777.187972517
30,RL,14598,2004,4,7,Po,BrkTil,319,2439,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1944,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,573,0,0,0,0,3,1,1,1,TA,5,Typ,2,,Attchd,1907,RFn,391,TA,TA,Y,0,0,0,0,0,0,,,,0,12,2010,WD,Normal,450704.4209032943
30,FV,15287,1900,5,8,Po,CBlock,2149,632,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,2018,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2160,0,0,0,0,1,1,3,1,TA,4,Typ,0,,Attchd,1965,RFn,636,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2006,WD,Normal,360671.1768574572
50,C,14965,1971,8,6,TA,PConc,1452,3338,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,2019,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,753,0,0,0,0,2,0,4,1,TA,7,Typ,0,,Attchd,1950,RFn,735,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2009,WD,Normal,568638.141565595
60,RM,10519,1986,3,6,Gd,CBlock,873,3196,1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1989,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1319,0,0,0,0,1,0,1,1,TA,8,Typ,1,,Attchd,1978,RFn,490,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2008,WD,Normal,466416.5366408194
40,RL,14380,1937,5,2,TA,CBlock,1745,3885,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1986,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1485,0,0,0,0,1,0,2,1,TA,4,Typ,1,,Attchd,1959,RFn,149,TA,TA,Y,0,0,0,0,0,0,,,,0,1,2007,WD,Normal,538589.5047508581
80,RH,12865,1905,3,6,Po,PConc,2302,2768,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1981,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,831,0,0,0,0,2,1,1,1,TA,4,Typ,1,,Attchd,1933,RFn,467,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2010,WD,Normal,442820.63611974946
90,FV,9125,1985,10,5,TA,CBlock,1555,1475,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1961,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1921,0,0,0,0,1,0,1,1,TA,4,Typ,0,,Attchd,1935,RFn,700,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2010,WD,Normal,504191.4758600114
80,RM,4291,1924,3,3,Ex,BrkTil,2617,3617,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1930,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1335,0,0,0,0,1,1,1,1,TA,9,Typ,2,,Attchd,1961,RFn,42,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2007,WD,Normal,487201.7595922481
20,RM,5033,1981,3,6,TA,Slab,111,2313,1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,2015,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2191,0,0,0,0,1,1,4,1,TA,3,Typ,0,,Attchd,1900,RFn,28,TA,TA,Y,0,0,0,0,0,0,,,,0,2,2006,WD,Normal,406495.0377880662
50,C,6105,1916,7,8,Gd,PConc,460,3763,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1941,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,954,0,0,0,0,2,1,1,1,TA,9,Typ,2,,Attchd,2014,RFn,631,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2010,WD,Normal,574065.3347859158
60,C,18087,1960,7,9,Ex,Slab,2755,2043,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1911,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2429,0,0,0,0,3,0,2,1,TA,6,Typ,0,,Attchd,1984,RFn,30,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD,Normal,486016.8904555154
90,RH,9133,1911,7,1,Fa,BrkTil,886,3950,1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1964,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1638,0,0,0,0,2,0,4,1,TA,4,Typ,0,,Attchd,1941,RFn,692,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2007,WD,Normal,589514.5984641265
50,RH,17958,1905,10,3,Po,PConc,1115,3335,1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,2005,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,812,0,0,0,0,2,0,2,1,TA,4,Typ,1,,Attchd,1900,RFn,673,TA,TA,Y,0,0,0,0,0,0,,,,0,2,2006,WD,Normal,600505.2691062909
70,RL,6704,1989,8,3,Po,Slab,1075,3238,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1972,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1517,0,0,0,0,2,0,5,1,TA,7,Typ,2,,Attchd,1995,RFn,127,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2008,WD,Normal,578608.4001047371
60,RL,8848,1926,5,8,TA,Slab,519,1857,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1902,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,727,0,0,0,0,1,1,1,1,TA,7,Typ,0,,Attchd,1983,RFn,766,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2007,WD,Normal,423776.06775041175
80,RH,13975,1907,5,1,Ex,BrkTil,811,538,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,2014,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1357,0,0,0,0,3,0,4,1,TA,5,Typ,0,,Attchd,1953,RFn,293,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2007,WD,Normal,368658.8786759307
80,RH,7924,1982,4,5,Fa,Slab,2283,1816,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1989,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1768,0,0,0,0,2,0,4,1,TA,5,Typ,2,,Attchd,1946,RFn,440,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2010,WD,Normal,398619.9903044761
60,FV,1488,2005,7,3,Ex,BrkTil,1924,3237,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1908,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1517,0,0,0,0,2,0,1,1,TA,7,Typ,0,,Attchd,1999,RFn,387,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2010,WD,Normal,561180.6296120378
80,C,8114,1964,10,2,Po,CBlock,1604,661,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,2005,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1449,0,0,0,0,3,0,3,1,TA,6,Typ,2,,Attchd,1938,RFn,765,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2010,WD,Normal,496718.7340333955
40,RL,16740,1956,4,8,Ex,BrkTil,926,3902,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1950,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,926,0,0,0,0,3,1,3,1,TA,5,Typ,1,,Attchd,1929,RFn,641,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2008,WD,Normal,513717.7777752625
60,C,4173,1992,2,3,Fa,CBlock,556,2409,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1915,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2589,0,0,0,0,3,0,2,1,TA,8,Typ,1,,Attchd,1906,RFn,523,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2008,WD,Normal,410876.3056698131
50,C,2667,2008,4,7,TA,PConc,2696,1627,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1987,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,964,0,0,0,0,1,0,1,1,TA,8,Typ,2,,Attchd,1921,RFn,546,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2009,WD,Normal,416588.379247952
60,RH,5114,2012,8,1,Gd,Slab,2281,2708,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,2013,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2145,0,0,0,0,3,0,1,1,TA,6,Typ,1,,Attchd,1949,RFn,709,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2007,WD,Normal,531097.4500284739
90,FV,4553,1998,9,6,Ex,BrkTil,1055,2158,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1977,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,777,0,0,0,0,1,1,5,1,TA,7,Typ,2,,Attchd,1944,RFn,759,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2010,WD,Normal,530208.9330320975
80,RM,8761,1939,3,3,Gd,BrkTil,578,3625,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1902,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,518,0,0,0,0,2,0,3,1,TA,5,Typ,0,,Attchd,1973,RFn,109,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2007,WD,Normal,477039.9018136251
40,FV,2000,1913,7,8,Po,Slab,541,2463,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1997,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,565,0,0,0,0,1,0,3,1,TA,4,Typ,0,,Attchd,2019,RFn,327,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2006,WD,Normal,528520.636504353
40,FV,16638,1934,9,6,TA,Slab,2161,1557,1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1996,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,666,0,0,0,0,3,0,1,1,TA,7,Typ,2,,Attchd,1971,RFn,404,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2008,WD,Normal,511708.0236436036
70,C,18772,1947,4,2,TA,PConc,2251,2789,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,2013,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2108,0,0,0,0,1,1,2,1,TA,5,Typ,0,,Attchd,1990,RFn,244,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2009,WD,Normal,461979.17135083897
50,FV,6450,2008,10,6,Ex,PConc,1052,1466,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1923,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,902,0,0,0,0,3,1,1,1,TA,6,Typ,1,,Attchd,1909,RFn,761,TA,TA,Y,0,0,0,0,0,0,,,,0,2,2006,WD,Normal,531890.40744034
30,RL,4712,1983,3,7,TA,BrkTil,2690,1389,1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1972,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,908,0,0,0,0,1,0,2,1,TA,8,Typ,0,,Attchd,1913,RFn,162,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2007,WD,Normal,379862.4951770872
30,C,2367,1955,5,5,Ex,PConc,473,2660,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1912,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2659,0,0,0,0,2,0,3,1,TA,6,Typ,0,,Attchd,1945,RFn,559,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2008,WD,Normal,484430.3727392975
60,RL,9189,1948,1,3,Ex,CBlock,2744,3561,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1901,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1096,0,0,0,0,1,1,5,1,TA,5,Typ,2,,Attchd,2015,RFn,398,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2010,WD,Normal,432314.85838752677
70,RM,10013,1912,3,4,Gd,PConc,2300,2865,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1970,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1562,0,0,0,0,2,1,4,1,TA,6,Typ,1,,Attchd,2017,RFn,582,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD,Normal,458183.76391879335
20,C,17838,1960,8,4,TA,PConc,904,2570,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,2011,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2652,0,0,0,0,3,1,3,1,TA,5,Typ,0,,Attchd,1974,RFn,398,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2008,WD,Normal,526822.5960872966
60,RM,4726,2001,8,6,Ex,BrkTil,1945,3371,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1920,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,823,0,0,0,0,2,1,2,1,TA,5,Typ,0,,Attchd,1905,RFn,492,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2007,WD,Normal,571490.2797458157
70,C,5806,1948,4,10,Gd,CBlock,385,3689,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1918,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2482,0,0,0,0,3,1,1,1,TA,6,Typ,2,,Attchd,1920,RFn,645,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2007,WD,Normal,515152.2718177745
50,RH,3190,1945,2,1,Fa,PConc,61,3248,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1988,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1937,0,0,0,0,3,0,3,1,TA,3,Typ,2,,Attchd,1961,RFn,238,TA,TA,Y,0,0,0,0,0,0,,,,0,1,2006,WD,Normal,450357.60751743463
50,FV,10108,2012,8,4,Gd,CBlock,514,2166,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1946,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,928,0,0,0,0,2,0,5,1,TA,4,Typ,1,,Attchd,1996,RFn,464,TA,TA,Y,0,0,0,0,0,0,,,,0,1,2006,WD,Normal,519731.5673607061
50,RH,13178,1961,8,10,Gd,CBlock,429,3566,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1921,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1584,0,0,0,0,2,0,2,1,TA,7,Typ,0,,Attchd,1918,RFn,579,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2006,WD,Normal,592796.0008354004
50,RM,3875,1907,10,4,Ex,CBlock,579,3783,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1974,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2135,0,0,0,0,1,0,1,1,TA,8,Typ,2,,Attchd,2002,RFn,789,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2009,WD,Normal,618239.4476124641
50,FV,6592,1942,4,10,Po,Slab,1560,1941,1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1932,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1877,0,0,0,0,1,1,4,1,TA,4,Typ,2,,Attchd,1987,RFn,31,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2010,WD,Normal,439693.5354667537
70,C,18824,1919,3,1,Po,Slab,1164,3684,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1931,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,892,0,0,0,0,2,1,2,1,TA,7,Typ,2,,Attchd,1981,RFn,122,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2008,WD,Normal,481093.44781954243
70,FV,13592,1996,2,9,Po,Slab,2790,1567,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1963,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2751,0,0,0,0,2,1,1,1,TA,7,Typ,1,,Attchd,1998,RFn,533,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2007,WD,Normal,367065.8886284714
40,RL,9927,1989,9,4,Gd,Slab,1323,627,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1984,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2805,0,0,0,0,2,1,4,1,TA,8,Typ,2,,Attchd,2015,RFn,666,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2007,WD,Normal,478848.2676179261
90,FV,15437,1938,1,7,Ex,BrkTil,2722,3423,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1938,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2040,0,0,0,0,2,1,1,1,TA,4,Typ,1,,Attchd,1961,RFn,109,TA,TA,Y,0,0,0,0,0,0,,,,0,2,2010,WD,Normal,427855.599598432
30,RL,12530,1984,7,3,TA,PConc,2358,657,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1983,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,945,0,0,0,0,3,0,4,1,TA,8,Typ,1,,Attchd,2006,RFn,270,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2006,WD,Normal,431480.4250252268
80,FV,8010,2016,5,10,Gd,Slab,470,1326,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1971,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1703,0,0,0,0,2,0,4,1,TA,5,Typ,0,,Attchd,2000,RFn,379,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2006,WD,Normal,415756.78071802354
50,RL,12207,1948,8,3,Gd,BrkTil,1416,3965,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1941,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,1523,0,0,0,0,2,0,4,1,TA,8,Typ,0,,Attchd,1982,RFn,299,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2007,WD,Normal,594631.6543100594
20,RM,3989,1963,4,8,Ex,PConc,1665,2390,1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,2000,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,841,0,0,0,0,2,0,1,1,TA,6,Typ,1,,Attchd,1952,RFn,626,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2010,WD,Normal,441962.6080763453
80,RH,13040,1961,7,8,Fa,Slab,1468,3399,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1908,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,632,0,0,0,0,2,0,4,1,TA,3,Typ,0,,Attchd,1923,RFn,731,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2007,WD,Normal,561712.8019677219
70,C,10218,2005,5,1,Gd,PConc,808,1011,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1924,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2990,0,0,0,0,3,1,2,1,TA,3,Typ,0,,Attchd,1955,RFn,741,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2006,WD,Normal,411192.66329757735
20,FV,7471,2006,5,10,Fa,Slab,171,2592,1,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1988,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2359,0,0,0,0,1,1,5,1,TA,3,Typ,2,,Attchd,1961,RFn,763,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2008,WD,Normal,482456.05919917836
20,RH,3863,1953,9,2,Fa,BrkTil,2623,3679,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1996,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2800,0,0,0,0,1,1,5,1,TA,4,Typ,0,,Attchd,1933,RFn,248,TA,TA,Y,0,0,0,0,0,0,,,,0,12,2006,WD,Normal,593270.5634811481
20,C,11693,2004,9,8,Po,CBlock,30,2766,0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1901,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,764,0,0,0,0,1,1,4,1,TA,4,Typ,1,,Attchd,1921,RFn,520,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2008,WD,Normal,575055.3164966182
40,C,2177,1908,9,1,Ex,CBlock,46,942,3,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1918,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,592,0,0,0,0,1,1,5,1,TA,5,Typ,0,,Attchd,1967,RFn,33,TA,TA,Y,0,0,0,0,0,0,,,,0,8,2009,WD,Normal,466478.6816538407
70,RL,5760,1987,6,8,Fa,PConc,129,2862,2,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,2009,Gable,CompShg,VinylSd,VinylSd,,0,TA,,,,,0,,0,0,GasA,Gd,Y,SBrkr,2185,0,0,0,0,1,0,5,1,TA,9,Typ,2,,Attchd,1956,RFn,227,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2010,WD,Normal,500775.1723317121
